image_path,product_id,category,mask_path,wm_image_path,wm_local_mask
dummy_images\WATCH\1.CARTIER\微商相册\11.18\原件\CARTIER RONDE LOUIS CARTIER WATCH WGRN0013\附图\WGRN0013-3.jpeg,5,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.18\已整理\CARTIER RONDE LOUIS CARTIER WATCH WGRN0013\附图\WGRN0013-3.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.18\原件\CARTIER RONDE LOUIS CARTIER WATCH WGRN0013\附图\WGRN0013-4.jpeg,5,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.18\已整理\CARTIER RONDE LOUIS CARTIER WATCH WGRN0013\附图\WGRN0013-4.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.18\原件\CARTIER RONDE LOUIS CARTIER WATCH WGRN0013\附图\WGRN0013-5.jpeg,5,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.18\已整理\CARTIER RONDE LOUIS CARTIER WATCH WGRN0013\附图\WGRN0013-5.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.18\原件\CARTIER RONDE LOUIS CARTIER WATCH WGRN0013\附图\WGRN0013-6.jpeg,5,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.18\已整理\CARTIER RONDE LOUIS CARTIER WATCH WGRN0013\附图\WGRN0013-6.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.18\原件\CARTIER SANTOS DE CARTIER WATCH WSSA0039\主图\WSSA0039.jpeg,6,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.18\原件\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-1.jpeg,6,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.18\已整理\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-1.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.18\原件\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-2.jpeg,6,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.18\已整理\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-2.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.18\原件\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-3.jpeg,6,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.18\已整理\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-3.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.18\原件\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-4.jpeg,6,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.18\已整理\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-4.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.18\原件\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-5.jpeg,6,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.18\已整理\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-5.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.18\原件\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-6.jpeg,6,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.18\已整理\CARTIER SANTOS DE CARTIER WATCH WSSA0039\附图\WSSA0039-6.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WGBA0007\主图\WGBA0007.jpeg.jpg,7,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WGBA0007\主图\WGBA0007.jpeg.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-1.jpeg,7,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-1.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-2.jpeg,7,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-2.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-3.jpeg,7,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-3.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-4.jpeg,7,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-4.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-5.jpeg,7,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-5.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-6.jpeg,7,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-6.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-7.jpeg,7,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-7.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-8.jpeg,7,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WGBA0007\附图\WGBA0007-8.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WJBA0038\主图\WJBA0038.jpeg,8,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WJBA0038\附图\WJBA0038-1.jpeg,8,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WJBA0038\附图\WJBA0038-1.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WJBA0038\附图\WJBA0038-2.jpeg,8,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WJBA0038\附图\WJBA0038-2.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WJBA0038\附图\WJBA0038-3.jpeg,8,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WJBA0038\附图\WJBA0038-3.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BAIGNOIRE WATCH WJBA0038\附图\WJBA0038-4.jpeg,8,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BAIGNOIRE WATCH WJBA0038\附图\WJBA0038-4.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\主图\W4BB0009.jpg,9,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\主图\W4BB0009.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-1.jpg,9,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-1.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-2.jpg,9,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-2.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-3.jpg,9,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-3.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-4.jpg,9,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-4.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-5.jpg,9,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-5.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-6.jpg,9,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 33MM WOMEN'S WATCH W4BB0009\附图\W4BB0009-6.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\主图\WE900851.jpg,10,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\主图\WE900851.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-1.jpg,10,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-1.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-2.jpg,10,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-2.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-3.jpg,10,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-3.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-4.jpg,10,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-4.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-5.jpg,10,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-5.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-6.jpg,10,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU 42 ROSE GOLD DIAMOND MENS WATCH WE900851\附图\WE900851-6.jpg,cvs\new_watermark.png
"dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\主图\W6920097.jpg",11,watch,,"dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\主图\W6920097.jpg",cvs\new_watermark.png
"dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-1.jpg",11,watch,,"dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-1.jpg",cvs\new_watermark.png
"dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-2.jpg",11,watch,,"dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-2.jpg",cvs\new_watermark.png
"dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-3.jpg",11,watch,,"dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-3.jpg",cvs\new_watermark.png
"dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-4.jpg",11,watch,,"dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-4.jpg",cvs\new_watermark.png
"dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-5.jpg",11,watch,,"dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-5.jpg",cvs\new_watermark.png
"dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-6.jpg",11,watch,,"dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-6.jpg",cvs\new_watermark.png
"dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-7.jpg",11,watch,,"dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-7.jpg",cvs\new_watermark.png
"dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-8.jpg",11,watch,,"dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH 33MM, AUTOMATIC MOVEMENT, ROSE GOLD, LEATHER W6920097\附图\W6920097-8.jpg",cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\主图\W4BB0021.jpeg,12,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-1.jpeg,12,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-1.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-2.jpeg,12,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-2.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-3.jpeg,12,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-3.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-4.jpeg,12,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-4.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-5.jpeg,12,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-5.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-6.jpeg,12,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-6.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-7.jpeg,12,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-7.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\11.19\原图\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-8.jpeg,12,watch,,dummy_images\WATCH\1.CARTIER\微商相册\11.19\已整理\CARTIER BALLON BLEU DE CARTIER WATCH W4BB0021\附图\W4BB0021-8.jpeg,cvs\new_watermark.png
