image_path,product_id,category,mask_path,wm_image_path,wm_local_mask
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\29...CARTIER PASHA DE WATCH WGPA0018\附图\1-WGPA0018-3.jpeg,104,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.25\已整理\29...CARTIER PASHA DE WATCH WGPA0018\附图\1-WGPA0018-3.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\31...CARTIER PASHA DE WATCH WJPA0012\主图\WJPA0012.jpeg,105,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-1.jpeg,105,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.25\已整理\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-1.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-2.jpeg,105,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.25\已整理\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-2.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-3.jpeg,105,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.25\已整理\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-3.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-4.jpeg,105,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.25\已整理\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-4.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-5.jpeg,105,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.25\已整理\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-5.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-6.jpeg,105,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.25\已整理\31...CARTIER PASHA DE WATCH WJPA0012\附图\WJPA0012-6.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\32...CARTIER PASHA DE WATCH WJPA0017\主图\WJPA0017.jpeg,106,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\32...CARTIER PASHA DE WATCH WJPA0017\附图\WJPA0017-1.jpeg,106,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.25\已整理\32...CARTIER PASHA DE WATCH WJPA0017\附图\WJPA0017-1.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\32...CARTIER PASHA DE WATCH WJPA0017\附图\WJPA0017-2.jpeg,106,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.25\已整理\32...CARTIER PASHA DE WATCH WJPA0017\附图\WJPA0017-2.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.25\原图\32...CARTIER PASHA DE WATCH WJPA0017\附图\WJPA0017-3.jpeg,106,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.25\已整理\32...CARTIER PASHA DE WATCH WJPA0017\附图\WJPA0017-3.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\1.CARTIER BALLON BLEU WATCH WSBB0033\主图\WSBB0033.jpg,121,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\1.CARTIER BALLON BLEU WATCH WSBB0033\附图\WSBB0033-1.jpg,121,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\1.CARTIER BALLON BLEU WATCH WSBB0033\附图\WSBB0033-1.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\1.CARTIER BALLON BLEU WATCH WSBB0033\附图\WSBB0033-2.jpg,121,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\1.CARTIER BALLON BLEU WATCH WSBB0033\附图\WSBB0033-2.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\1.CARTIER BALLON BLEU WATCH WSBB0033\附图\WSBB0033-3.jpg,121,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\1.CARTIER BALLON BLEU WATCH WSBB0033\附图\WSBB0033-3.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\主图\WGBB0036.jpeg,122,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-1.jpeg,122,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-1.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-2.jpeg,122,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-2.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-3.jpeg,122,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-3.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-4.jpeg,122,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-4.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-5.jpeg,122,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-5.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-6.jpeg,122,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-6.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-7.jpeg,122,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\2...CARTIER BALLON BLEU DE CARTIER WATCH WGBB0036\附图\WGBB0036-7.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\3.CARTIER BALLON BLEU SERIES BLACK LEATHER STRAP WATCH WSBB0003\主图\WSBB0003.jpg,123,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\3.CARTIER BALLON BLEU SERIES BLACK LEATHER STRAP WATCH WSBB0003\附图\WSBB0003-1.jpg,123,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\3.CARTIER BALLON BLEU SERIES BLACK LEATHER STRAP WATCH WSBB0003\附图\WSBB0003-1.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\3.CARTIER BALLON BLEU SERIES BLACK LEATHER STRAP WATCH WSBB0003\附图\WSBB0003-2.jpg,123,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\3.CARTIER BALLON BLEU SERIES BLACK LEATHER STRAP WATCH WSBB0003\附图\WSBB0003-2.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\3.CARTIER BALLON BLEU SERIES BLACK LEATHER STRAP WATCH WSBB0003\附图\WSBB0003-3.jpg,123,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\3.CARTIER BALLON BLEU SERIES BLACK LEATHER STRAP WATCH WSBB0003\附图\WSBB0003-3.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\主图\WSBB0027.jpeg,124,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-1.jpeg,124,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-1.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-2.jpeg,124,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-2.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-3.jpeg,124,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-3.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-4.jpeg,124,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-4.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-5.jpeg,124,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-5.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-6.jpeg,124,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-6.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-7.jpeg,124,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\4...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0027\附图\WSBB0027-7.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\5...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0026\主图\WSBB0026.jpeg,125,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\5...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0026\附图\WSBB0026-1.jpeg,125,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\5...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0026\附图\WSBB0026-1.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\5...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0026\附图\WSBB0026-2.jpeg,125,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\5...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0026\附图\WSBB0026-2.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\5...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0026\附图\WSBB0026-3.jpeg,125,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\5...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0026\附图\WSBB0026-3.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\5...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0026\附图\WSBB0026-4.jpeg,125,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\5...CARTIER BALLON BLEU DE CARTIER WATCH WSBB0026\附图\WSBB0026-4.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\6.CARTIER BALLON BLEU DE 42MM SILVER MEN'S WATCH WE9009Z3\主图\WE9009Z3.jpg,126,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\6.CARTIER BALLON BLEU DE 42MM SILVER MEN'S WATCH WE9009Z3\附图\WE9009Z3-1.jpg,126,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\6.CARTIER BALLON BLEU DE 42MM SILVER MEN'S WATCH WE9009Z3\附图\WE9009Z3-1.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\6.CARTIER BALLON BLEU DE 42MM SILVER MEN'S WATCH WE9009Z3\附图\WE9009Z3-2.jpg,126,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\6.CARTIER BALLON BLEU DE 42MM SILVER MEN'S WATCH WE9009Z3\附图\WE9009Z3-2.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\6.CARTIER BALLON BLEU DE 42MM SILVER MEN'S WATCH WE9009Z3\附图\WE9009Z3-3.jpg,126,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\6.CARTIER BALLON BLEU DE 42MM SILVER MEN'S WATCH WE9009Z3\附图\WE9009Z3-3.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\6.CARTIER BALLON BLEU DE 42MM SILVER MEN'S WATCH WE9009Z3\附图\WE9009Z3-4.jpg,126,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\6.CARTIER BALLON BLEU DE 42MM SILVER MEN'S WATCH WE9009Z3\附图\WE9009Z3-4.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\8.CARTIER BALLON BLEU WATCH WSBB0061\主图\WSBB0061.jpeg,127,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\8.CARTIER BALLON BLEU WATCH WSBB0061\附图\WSBB0061-1.jpeg,127,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\8.CARTIER BALLON BLEU WATCH WSBB0061\附图\WSBB0061-1.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\8.CARTIER BALLON BLEU WATCH WSBB0061\附图\WSBB0061-2.png,127,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\8.CARTIER BALLON BLEU WATCH WSBB0061\附图\WSBB0061-2 拷贝.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\8.CARTIER BALLON BLEU WATCH WSBB0061\附图\WSBB0061-3.jpg,127,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\8.CARTIER BALLON BLEU WATCH WSBB0061\附图\WSBB0061-3.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\8.CARTIER BALLON BLEU WATCH WSBB0061\附图\WSBB0061-4.png,127,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\8.CARTIER BALLON BLEU WATCH WSBB0061\附图\WSBB0061-4 拷贝.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\8.CARTIER BALLON BLEU WATCH WSBB0061\附图\WSBB0061-5.jpg,127,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\8.CARTIER BALLON BLEU WATCH WSBB0061\附图\WSBB0061-5.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\10.CARTIER BALLON BLEU AUTOMATIC DIAL STAINLESS STEEL MENS WATCH W6920042\主图\W6920042.jpg,128,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\10.CARTIER BALLON BLEU AUTOMATIC DIAL STAINLESS STEEL MENS WATCH W6920042\附图\W6920042-1.jpg,128,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\10.CARTIER BALLON BLEU AUTOMATIC DIAL STAINLESS STEEL MENS WATCH W6920042\附图\W6920042-1.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\10.CARTIER BALLON BLEU AUTOMATIC DIAL STAINLESS STEEL MENS WATCH W6920042\附图\W6920042-2.jpg,128,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\10.CARTIER BALLON BLEU AUTOMATIC DIAL STAINLESS STEEL MENS WATCH W6920042\附图\W6920042-2.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\10.CARTIER BALLON BLEU AUTOMATIC DIAL STAINLESS STEEL MENS WATCH W6920042\附图\W6920042-3.jpg,128,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\10.CARTIER BALLON BLEU AUTOMATIC DIAL STAINLESS STEEL MENS WATCH W6920042\附图\W6920042-3.jpg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\11...CARTIER BALLON BLEU DE CARTIER WATCH WJBB0051\主图\WJBB0051.jpeg,129,watch,,,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\11...CARTIER BALLON BLEU DE CARTIER WATCH WJBB0051\附图\WJBB0051-1.jpeg,129,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\11.CARTIER BALLON BLEU DE CARTIER WATCH WJBB0051\附图\WJBB0051-1.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\11...CARTIER BALLON BLEU DE CARTIER WATCH WJBB0051\附图\WJBB0051-2.jpeg,129,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\11.CARTIER BALLON BLEU DE CARTIER WATCH WJBB0051\附图\WJBB0051-2.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\11...CARTIER BALLON BLEU DE CARTIER WATCH WJBB0051\附图\WJBB0051-3.jpeg,129,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\11.CARTIER BALLON BLEU DE CARTIER WATCH WJBB0051\附图\WJBB0051-3.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\11...CARTIER BALLON BLEU DE CARTIER WATCH WJBB0051\附图\WJBB0051-4.jpeg,129,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\11.CARTIER BALLON BLEU DE CARTIER WATCH WJBB0051\附图\WJBB0051-4.jpeg,cvs\new_watermark.png
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\11...CARTIER BALLON BLEU DE CARTIER WATCH WJBB0051\附图\WJBB0051-5.jpeg,129,watch,,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\11.CARTIER BALLON BLEU DE CARTIER WATCH WJBB0051\附图\WJBB0051-5.jpeg,cvs\new_watermark.png
