image_path,product_id,wm_image_path,category,wm_local_mask
dummy_images\CARTIER\翻新\备份\20250624\4742-CARTIER ETINCELLE DE CARTIER RING B4230300无\附图\4742-2.jpg,601,dummy_images\CARTIER\翻新\已整理\20250624\4742-CARTIER ETINCELLE DE CARTIER RING B4230300无\附图\4742 2.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4742-CARTIER ETINCELLE DE CARTIER RING B4230300无\附图\4742-3.jpg,601,dummy_images\CARTIER\翻新\已整理\20250624\4742-CARTIER ETINCELLE DE CARTIER RING B4230300无\附图\4742 3.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4742-CARTIER ETINCELLE DE CARTIER RING B4230300无\附图\4742-4.jpg,601,dummy_images\CARTIER\翻新\已整理\20250624\4742-CARTIER ETINCELLE DE CARTIER RING B4230300无\附图\4742 4.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4742-CARTIER ETINCELLE DE CARTIER RING B4230300无\附图\4742-5.jpg,601,dummy_images\CARTIER\翻新\已整理\20250624\4742-CARTIER ETINCELLE DE CARTIER RING B4230300无\附图\4742 5.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4742-CARTIER ETINCELLE DE CARTIER RING B4230300无\附图\4742-6.jpg,601,dummy_images\CARTIER\翻新\已整理\20250624\4742-CARTIER ETINCELLE DE CARTIER RING B4230300无\附图\4742 6.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4746-CARTIER ETINCELLE DE CARTIER RING B4230200无\主图\画板 7.jpg,602,,,
dummy_images\CARTIER\翻新\备份\20250624\4746-CARTIER ETINCELLE DE CARTIER RING B4230200无\附图\4746-1.jpg,602,dummy_images\CARTIER\翻新\已整理\20250624\4746-CARTIER ETINCELLE DE CARTIER RING B4230200无\附图\4746 1.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4746-CARTIER ETINCELLE DE CARTIER RING B4230200无\附图\4746-2.jpg,602,dummy_images\CARTIER\翻新\已整理\20250624\4746-CARTIER ETINCELLE DE CARTIER RING B4230200无\附图\4746 2.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4746-CARTIER ETINCELLE DE CARTIER RING B4230200无\附图\4746-3.jpg,602,dummy_images\CARTIER\翻新\已整理\20250624\4746-CARTIER ETINCELLE DE CARTIER RING B4230200无\附图\4746 3.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4746-CARTIER ETINCELLE DE CARTIER RING B4230200无\附图\4746-4.jpg,602,dummy_images\CARTIER\翻新\已整理\20250624\4746-CARTIER ETINCELLE DE CARTIER RING B4230200无\附图\4746 4.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4746-CARTIER ETINCELLE DE CARTIER RING B4230200无\附图\4746-5.jpg,602,dummy_images\CARTIER\翻新\已整理\20250624\4746-CARTIER ETINCELLE DE CARTIER RING B4230200无\附图\4746 5.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\主图\画板 11.jpg,603,,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756-1.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756 1.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756-2.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756 2.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756-3.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756 3.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756-4.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756 4.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756-5.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756 5.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 1.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 1.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 2.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 2.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 3.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 3.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 5.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 5.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 6.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 6.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 7.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\详情图\4756 7.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\主图\画板 13.jpg,604,,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758-1.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758 1.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758-2.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758 2.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758-3.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758 3.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758-4.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758 4.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758-5.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758 5.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\详情图\4758 1.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\详情图\4758 1.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\详情图\4758 2.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\详情图\4758 2.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\详情图\4758 3.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\详情图\4758 3.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\详情图\4758 4.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\详情图\4758 4.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\详情图\4758 5.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\详情图\4758 5.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\主图\画板 14.jpg,605,,,
dummy_images\CARTIER\翻新\备份\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759-1.jpg,605,dummy_images\CARTIER\翻新\已整理\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759 1.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759-2.jpg,605,dummy_images\CARTIER\翻新\已整理\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759 2.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759-3.jpg,605,dummy_images\CARTIER\翻新\已整理\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759 3.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759-4.jpg,605,dummy_images\CARTIER\翻新\已整理\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759 4.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759-5.jpg,605,dummy_images\CARTIER\翻新\已整理\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759 5.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763-1.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763 1.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763-2.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763 2.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763-3.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763 3.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763-4.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763 4.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763-5.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763 5.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\_content_dam_rcq_car_23_43_17_4_2343174.jpg,606,,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\详情图\4763 1.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\4763\4763 1.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\详情图\4763 2.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\4763\4763 2.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\详情图\4763 3.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\4763\4763 3.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\详情图\4763 4.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\4763\4763 4.jpg,,
"dummy_images\CARTIER\翻新\备份\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900w无\附图\4780 1.jpg",607,"dummy_images\CARTIER\翻新\已整理\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900无\附图\4780 1.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900w无\附图\4780 2.jpg",607,"dummy_images\CARTIER\翻新\已整理\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900无\附图\4780 2.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900w无\附图\4780 3.jpg",607,"dummy_images\CARTIER\翻新\已整理\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900无\附图\4780 3.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900w无\附图\4780 4.jpg",607,"dummy_images\CARTIER\翻新\已整理\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900无\附图\4780 4.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 1.jpg",608,"dummy_images\CARTIER\翻新\已整理\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 1.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 2.jpg",608,"dummy_images\CARTIER\翻新\已整理\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 2.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 3.jpg",608,"dummy_images\CARTIER\翻新\已整理\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 3.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 4.jpg",608,"dummy_images\CARTIER\翻新\已整理\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 4.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 5.jpg",608,"dummy_images\CARTIER\翻新\已整理\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 5.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\详情图\47811.jpg",608,,,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\详情图\47812.jpg",608,,,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\详情图\47813.jpg",608,,,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\详情图\47814.jpg",608,,,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\详情图\47815.jpg",608,,,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\详情图\47816.jpg",608,,,
"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800\附图\4782 1.jpg",609,"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800无\附图\4782 1.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800\附图\4782 2.jpg",609,"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800无\附图\4782 2.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800\附图\4782 3.jpg",609,"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800无\附图\4782 3.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800\附图\4782 4.jpg",609,"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800无\附图\4782 4.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900\附图\4794 1.jpg",610,"dummy_images\CARTIER\翻新\已整理\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900无\附图\4794 1.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900\附图\4794 2.jpg",610,"dummy_images\CARTIER\翻新\已整理\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900无\附图\4794 2.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900\附图\4794 3.jpg",610,"dummy_images\CARTIER\翻新\已整理\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900无\附图\4794 3.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900\附图\4794 4.jpg",610,"dummy_images\CARTIER\翻新\已整理\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900无\附图\4794 4.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900\附图\4794 5.jpg",610,"dummy_images\CARTIER\翻新\已整理\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900无\附图\4794 5.jpg",,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\附图\4797 1.jpg,611,dummy_images\CARTIER\翻新\已整理\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700无\附图\4797 1.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\附图\4797 2.jpg,611,dummy_images\CARTIER\翻新\已整理\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700无\附图\4797 2.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\附图\4797 3.jpg,611,dummy_images\CARTIER\翻新\已整理\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700无\附图\4797 3.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\附图\4797 4.jpg,611,dummy_images\CARTIER\翻新\已整理\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700无\附图\4797 4.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\附图\4797 5.jpg,611,dummy_images\CARTIER\翻新\已整理\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700无\附图\4797 5.jpg,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\详情图\47971.jpg,611,,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\详情图\47972.jpg,611,,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\详情图\47973.jpg,611,,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\详情图\47974.jpg,611,,,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 1.jpg",612,"dummy_images\CARTIER\翻新\已整理\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 1.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 2.jpg",612,"dummy_images\CARTIER\翻新\已整理\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 2.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 3.jpg",612,"dummy_images\CARTIER\翻新\已整理\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 3.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 4.jpg",612,"dummy_images\CARTIER\翻新\已整理\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 4.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 5.jpg",612,"dummy_images\CARTIER\翻新\已整理\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 5.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\详情图\47971.jpg",612,"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\4797\47971.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\详情图\47972.jpg",612,"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\4797\47972.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\详情图\47973.jpg",612,"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\4797\47973.jpg",,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\详情图\47974.jpg",612,"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\4797\47974.jpg",,
"dummy_images\CARTIER\翻新\备份\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\主图\画板 3.jpg",613,,,
"dummy_images\CARTIER\翻新\备份\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\附图\4815 1.jpg",613,"dummy_images\CARTIER\翻新\已整理\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\附图\4815 1.jpg",,
