image_path,product_id,wm_image_path,category,wm_local_mask
dummy_images\Shoes\NIKE\备份\20250826\NIKE CONCEPTS X NK SB DUNK LOW FD8776-800\详情\FD8776-800 6.jpeg,1300,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CONCEPTS X NK SB DUNK LOW FD8776-800\详情\FD8776-800 6.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CONCEPTS X NK SB DUNK LOW FD8776-800\详情\FD8776-800 7.jpeg,1300,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CONCEPTS X NK SB DUNK LOW FD8776-800\详情\FD8776-800 7.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CONCEPTS X NK SB DUNK LOW FD8776-800\详情\FD8776-800 8.jpeg,1300,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CONCEPTS X NK SB DUNK LOW FD8776-800\详情\FD8776-800 8.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CONCEPTS X NK SB DUNK LOW FD8776-800\详情\FD8776-800 9.jpeg,1300,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CONCEPTS X NK SB DUNK LOW FD8776-800\详情\FD8776-800 9.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\主图\DH7782-001.jpeg,1301,,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 01.jpeg,1301,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 01.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 02.jpeg,1301,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 02.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 03.jpeg,1301,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 03.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 04.jpeg,1301,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 04.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 05.jpeg,1301,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 05.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 06.jpeg,1301,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\附图\DH7782 06.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\详情\DH7782 1.jpg,1301,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\详情\DH7782 1.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\详情\DH7782 2.jpg,1301,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\详情\DH7782 2.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\详情\DH7782 3.jpg,1301,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\详情\DH7782 3.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\详情\DH7782 4.jpg,1301,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\详情\DH7782 4.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\详情\DH7782 5.jpg,1301,dummy_images\Shoes\NIKE\已整理\20250826\NIKE CRUSHED SKATE X NIKE SB DUNK LOW DH7782-001\详情\DH7782 5.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HI RETRO DD1399-102\主图\DD1399 03.jpg,1302,,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HI RETRO DD1399-102\附图\DD1399 001.jpg,1302,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HI RETRO DD1399-102\附图\DD1399 001.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HI RETRO DD1399-102\附图\DD1399 002.jpg,1302,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HI RETRO DD1399-102\附图\DD1399 002.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HI RETRO DD1399-102\附图\DD1399 004.jpg,1302,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HI RETRO DD1399-102\附图\DD1399 004.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -1.jpg,1302,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -1.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -2.jpg,1302,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -2.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -3.jpg,1302,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -3.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -4.jpg,1302,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -4.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -5.jpg,1302,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -5.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -6.jpg,1302,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -6.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -7.jpg,1302,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HI RETRO DD1399-102\详情\DD1399 -7.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\主图\DD1399-106.jpg,1303,,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\附图\DD1399 01.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\附图\DD1399 01.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\附图\DD1399 02.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\附图\DD1399 02.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\附图\DD1399 03.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\附图\DD1399 03.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\附图\DD1399 04.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\附图\DD1399 04.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 1.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 1.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 2.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 2.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 3.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 3.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 4.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 4.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 5.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 5.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 6.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 6.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 7.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 7.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 8.jpg,1303,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH 'UNIVERSITY RED' SKU DD1399-106\详情\DD1399 8.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\主图\DR8805-100.jpg,1304,,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\附图\DR8805-100 01.jpg,1304,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\附图\DR8805-100 01.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\附图\DR8805-100 02.jpg,1304,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\附图\DR8805-100 02.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\附图\DR8805-100 03.jpg,1304,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\附图\DR8805-100 03.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\附图\DR8805-100 04.jpg,1304,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\附图\DR8805-100 04.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 1.jpeg,1304,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 1.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 2.jpeg,1304,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 2.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 3.jpeg,1304,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 3.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 4.jpeg,1304,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 4.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 5.jpeg,1304,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 5.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 6.jpeg,1304,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 6.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 7.jpeg,1304,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNIVERSITY CHENILLE SWOOSH DR8805-100\详情\DR8805-100 7.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNLV 850477-001\主图\850477-001.jpg,1305,,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNLV 850477-001\附图\850477-001 01.jpg,1305,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNLV 850477-001\附图\850477-001 01.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNLV 850477-001\附图\850477-001 02.jpg,1305,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNLV 850477-001\附图\850477-001 02.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNLV 850477-001\附图\850477-001 03.jpg,1305,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNLV 850477-001\附图\850477-001 03.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 1.jpg,1305,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 1.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 2.jpg,1305,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 2.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 3.jpg,1305,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 3.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 4.jpg,1305,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 4.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 5.jpg,1305,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 5.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 6.jpg,1305,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 6.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 7.jpg,1305,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK HIGH UNLV 850477-001\详情\850477-001 7.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\主图\DX3722-001.jpg,1306,,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\附图\DX3722 01.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\附图\DX3722 01.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\附图\DX3722 02.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\附图\DX3722 02.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\附图\DX3722 03.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\附图\DX3722 03.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\附图\DX3722 04.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\附图\DX3722 04.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\附图\DX3722 05.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\附图\DX3722 05.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 1.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 1.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 2.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 2.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 3.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 3.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 4.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 4.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 5.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 5.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 6.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 6.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 7.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 7.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 8.jpg,1306,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW 'WOLF GREY AND PURE PLATINUM DX3722-001\详情\DX3722 8.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\主图\DR5487-100.jpg,1307,,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\附图\DR5487 01.jpg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\附图\DR5487 01.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\附图\DR5487 02.jpg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\附图\DR5487 02.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\附图\DR5487 03.jpg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\附图\DR5487 03.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\附图\DR5487 04.jpg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\附图\DR5487 04.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 1.jpeg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 1.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 2.jpeg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 2.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 3.jpeg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 3.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 4.jpeg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 4.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 5.jpeg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 5.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 6.jpeg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 6.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 7.jpeg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 7.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 8.jpeg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 8.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 9.jpeg,1307,dummy_images\Shoes\NIKE\已整理\20250826\NIKE DUNK LOW BANANA DR5487-100\详情\DR5487 9.jpg,,
dummy_images\Shoes\NIKE\备份\20250826\NIKE DUNK LOW CAU DR6189-001\主图\DR6189-001.jpg,1308,,,
