image_path,product_id,wm_image_path,mask_path,category,wm_local_mask,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756-2.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756 2.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756-3.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756 3.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756-4.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756 4.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756-5.jpg,603,dummy_images\CARTIER\翻新\已整理\20250624\4756-CARTIER 1895 WEDDING RING B4058300\附图\4756 5.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\主图\画板 13.jpg,604,,,,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758-2.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758 2.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758-3.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758 3.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758-4.jpg,604,dummy_images\CARTIER\翻新\已整理\20250624\4758-CARTIER JUSTE UN CLOU RING B4211000\附图\4758 4.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\主图\画板 14.jpg,605,,,,,
dummy_images\CARTIER\翻新\备份\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759-2.jpg,605,dummy_images\CARTIER\翻新\已整理\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759 2.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759-3.jpg,605,dummy_images\CARTIER\翻新\已整理\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759 3.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759-4.jpg,605,dummy_images\CARTIER\翻新\已整理\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759 4.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759-5.jpg,605,dummy_images\CARTIER\翻新\已整理\20250624\4759-CARTIER BRODERIE DE CARTIER WEDDING BAND B4225400无\附图\4759 5.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763-3.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763 3.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763-4.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763 4.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763-5.jpg,606,dummy_images\CARTIER\翻新\已整理\20250624\4763-CARTIER JUSTE UN CLOU RING B4231600\附图\4763 5.jpg,,,,
"dummy_images\CARTIER\翻新\备份\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900w无\附图\4780 2.jpg",607,"dummy_images\CARTIER\翻新\已整理\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900无\附图\4780 2.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900w无\附图\4780 3.jpg",607,"dummy_images\CARTIER\翻新\已整理\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900无\附图\4780 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900w无\附图\4780 4.jpg",607,"dummy_images\CARTIER\翻新\已整理\20250624\4780 CARTIER BALLERINE WEDDING RING, WIDTH 2.1 MM B4071900无\附图\4780 4.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 2.jpg",608,"dummy_images\CARTIER\翻新\已整理\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 2.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 3.jpg",608,"dummy_images\CARTIER\翻新\已整理\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 5.jpg",608,"dummy_images\CARTIER\翻新\已整理\20250624\4781 CARTIER JUSTE UN CLOU RING, CLASSIC MODEL B4092500\附图\4781 5.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800\附图\4782 1.jpg",609,"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800无\附图\4782 1.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800\附图\4782 2.jpg",609,"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800无\附图\4782 2.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800\附图\4782 3.jpg",609,"dummy_images\CARTIER\翻新\备份\20250624\4782 CARTIER C DE CARTIER WEDDING RING, WIDTH 3 MM, 2 DIAMONDS B4077800无\附图\4782 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900\附图\4794 2.jpg",610,"dummy_images\CARTIER\翻新\已整理\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900无\附图\4794 2.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900\附图\4794 3.jpg",610,"dummy_images\CARTIER\翻新\已整理\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900无\附图\4794 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900\附图\4794 4.jpg",610,"dummy_images\CARTIER\翻新\已整理\20250624\4794 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED B4211900无\附图\4794 4.jpg",,,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\附图\4797 2.jpg,611,,,,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\附图\4797 3.jpg,611,,,,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\附图\4797 4.jpg,611,,,,,
dummy_images\CARTIER\翻新\备份\20250624\4797 CARTIER BALLERINE WEDDING RING B4077700\附图\4797 5.jpg,611,,,,,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 2.jpg",612,"dummy_images\CARTIER\翻新\已整理\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 2.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 3.jpg",612,"dummy_images\CARTIER\翻新\已整理\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 4.jpg",612,"dummy_images\CARTIER\翻新\已整理\20250624\4805 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765800\附图\4805 4.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\主图\画板 3.jpg",613,,,,,
"dummy_images\CARTIER\翻新\备份\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\附图\4815 2.jpg",613,"dummy_images\CARTIER\翻新\已整理\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\附图\4815 2.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\附图\4815 3.jpg",613,"dummy_images\CARTIER\翻新\已整理\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\附图\4815 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\附图\4815 4.jpg",613,"dummy_images\CARTIER\翻新\已整理\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\附图\4815 4.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\附图\4815 5.jpg",613,"dummy_images\CARTIER\翻新\已整理\20250625\4815 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED N4765900\附图\4815 5.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4830 CARTIER éTINCELLE DE CARTIER RING, SMALL MODEL?B4216800无\主图\画板 5.jpg",614,,,,,
"dummy_images\CARTIER\翻新\备份\20250625\4830 CARTIER éTINCELLE DE CARTIER RING, SMALL MODEL?B4216800无\附图\4830 3.jpg",614,"dummy_images\CARTIER\翻新\已整理\20250625\4830 CARTIER éTINCELLE DE CARTIER RING, SMALL MODEL?B4216800无\附图\4830 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4830 CARTIER éTINCELLE DE CARTIER RING, SMALL MODEL?B4216800无\附图\4830 4.jpg",614,"dummy_images\CARTIER\翻新\已整理\20250625\4830 CARTIER éTINCELLE DE CARTIER RING, SMALL MODEL?B4216800无\附图\4830 4.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4830 CARTIER éTINCELLE DE CARTIER RING, SMALL MODEL?B4216800无\附图\4830 5.jpg",614,"dummy_images\CARTIER\翻新\已整理\20250625\4830 CARTIER éTINCELLE DE CARTIER RING, SMALL MODEL?B4216800无\附图\4830 5.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4833 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED?B4210900\主图\画板 6.jpg",615,,,,,
"dummy_images\CARTIER\翻新\备份\20250625\4833 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED?B4210900\附图\4833 2.jpg",615,"dummy_images\CARTIER\翻新\已整理\20250625\4833 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED?B4210900\附图\4833 2.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4833 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED?B4210900\附图\4833 3.jpg",615,"dummy_images\CARTIER\翻新\已整理\20250625\4833 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED?B4210900\附图\4833 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4833 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED?B4210900\附图\4833 4.jpg",615,"dummy_images\CARTIER\翻新\已整理\20250625\4833 CARTIER JUSTE UN CLOU RING, DOUBLE, SEMI-PAVED?B4210900\附图\4833 4.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4839 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, PAVED N4765500\主图\画板 7.jpg",616,,,,,
"dummy_images\CARTIER\翻新\备份\20250625\4839 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, PAVED N4765500\附图\4839 2.jpg",616,"dummy_images\CARTIER\翻新\已整理\20250625\4839 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, PAVED N4765500\附图\4839 2.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4839 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, PAVED N4765500\附图\4839 3.jpg",616,"dummy_images\CARTIER\翻新\已整理\20250625\4839 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, PAVED N4765500\附图\4839 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4839 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, PAVED N4765500\附图\4839 4.jpg",616,"dummy_images\CARTIER\翻新\已整理\20250625\4839 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, PAVED N4765500\附图\4839 4.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4847 CARTIER BRODERIE DE CARTIER WEDDING BAND, DIAMONDS?B4225600无\主图\画板 13.jpg",617,,,,,
"dummy_images\CARTIER\翻新\备份\20250625\4847 CARTIER BRODERIE DE CARTIER WEDDING BAND, DIAMONDS?B4225600无\附图\4847 1.jpg",617,"dummy_images\CARTIER\翻新\已整理\20250625\4847 CARTIER BRODERIE DE CARTIER WEDDING BAND, DIAMONDS?B4225600无\附图\4847 1.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4847 CARTIER BRODERIE DE CARTIER WEDDING BAND, DIAMONDS?B4225600无\附图\4847 2.jpg",617,"dummy_images\CARTIER\翻新\已整理\20250625\4847 CARTIER BRODERIE DE CARTIER WEDDING BAND, DIAMONDS?B4225600无\附图\4847 2.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4847 CARTIER BRODERIE DE CARTIER WEDDING BAND, DIAMONDS?B4225600无\附图\4847 3.jpg",617,"dummy_images\CARTIER\翻新\已整理\20250625\4847 CARTIER BRODERIE DE CARTIER WEDDING BAND, DIAMONDS?B4225600无\附图\4847 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4848 CARTIER ETINCELLE DE CARTIER RING, SEMI-PAVED?N4753200无\主图\画板 14.jpg",618,,,,,
"dummy_images\CARTIER\翻新\备份\20250625\4848 CARTIER ETINCELLE DE CARTIER RING, SEMI-PAVED?N4753200无\附图\4848 2.jpg",618,"dummy_images\CARTIER\翻新\已整理\20250625\4848 CARTIER ETINCELLE DE CARTIER RING, SEMI-PAVED?N4753200无\附图\4848 2.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4848 CARTIER ETINCELLE DE CARTIER RING, SEMI-PAVED?N4753200无\附图\4848 3.jpg",618,"dummy_images\CARTIER\翻新\已整理\20250625\4848 CARTIER ETINCELLE DE CARTIER RING, SEMI-PAVED?N4753200无\附图\4848 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4848 CARTIER ETINCELLE DE CARTIER RING, SEMI-PAVED?N4753200无\附图\4848 4.jpg",618,"dummy_images\CARTIER\翻新\已整理\20250625\4848 CARTIER ETINCELLE DE CARTIER RING, SEMI-PAVED?N4753200无\附图\4848 4.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4848 CARTIER ETINCELLE DE CARTIER RING, SEMI-PAVED?N4753200无\附图\4848 5.jpg",618,"dummy_images\CARTIER\翻新\已整理\20250625\4848 CARTIER ETINCELLE DE CARTIER RING, SEMI-PAVED?N4753200无\附图\4848 5.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4849 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED?N4765700无\主图\画板 15.jpg",619,,,,,
"dummy_images\CARTIER\翻新\备份\20250625\4849 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED?N4765700无\附图\4849 2.jpg",619,"dummy_images\CARTIER\翻新\已整理\20250625\4849 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED?N4765700无\附图\4849 2.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4849 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED?N4765700无\附图\4849 3.jpg",619,"dummy_images\CARTIER\翻新\已整理\20250625\4849 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED?N4765700无\附图\4849 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4849 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED?N4765700无\附图\4849 4.jpg",619,"dummy_images\CARTIER\翻新\已整理\20250625\4849 CARTIER PANTHèRE DE CARTIER RING, SMALL MODEL, SEMI-PAVED?N4765700无\附图\4849 4.jpg",,,,
dummy_images\CARTIER\翻新\备份\20250625\4866 CARTIER ETINCELLE DE CARTIER RING N4243000\主图\画板 22.jpg,620,,,,,
dummy_images\CARTIER\翻新\备份\20250625\4866 CARTIER ETINCELLE DE CARTIER RING N4243000\附图\4866 2.jpg,620,dummy_images\CARTIER\翻新\已整理\20250625\4866 CARTIER ETINCELLE DE CARTIER RING N4243000\附图\4866 2.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250625\4866 CARTIER ETINCELLE DE CARTIER RING N4243000\附图\4866 3.jpg,620,dummy_images\CARTIER\翻新\已整理\20250625\4866 CARTIER ETINCELLE DE CARTIER RING N4243000\附图\4866 3.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250625\4866 CARTIER ETINCELLE DE CARTIER RING N4243000\附图\4866 4.jpg,620,dummy_images\CARTIER\翻新\已整理\20250625\4866 CARTIER ETINCELLE DE CARTIER RING N4243000\附图\4866 4.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250625\4878 CARTIER C DE CARTIER WEDDING RING B4232200无\主图\画板 25.jpg,621,,,,,
dummy_images\CARTIER\翻新\备份\20250625\4878 CARTIER C DE CARTIER WEDDING RING B4232200无\附图\4878 2.jpg,621,dummy_images\CARTIER\翻新\已整理\20250625\4878 CARTIER C DE CARTIER WEDDING RING B4232200无\附图\4878 2.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250625\4878 CARTIER C DE CARTIER WEDDING RING B4232200无\附图\4878 3.jpg,621,dummy_images\CARTIER\翻新\已整理\20250625\4878 CARTIER C DE CARTIER WEDDING RING B4232200无\附图\4878 3.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250625\4878 CARTIER C DE CARTIER WEDDING RING B4232200无\附图\4878 4.jpg,621,dummy_images\CARTIER\翻新\已整理\20250625\4878 CARTIER C DE CARTIER WEDDING RING B4232200无\附图\4878 4.jpg,,,,
"dummy_images\CARTIER\翻新\备份\20250625\4923 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215700\主图\画板 32.jpg",622,,,,,
"dummy_images\CARTIER\翻新\备份\20250625\4923 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215700\附图\4923 3.jpg",622,"dummy_images\CARTIER\翻新\已整理\20250625\4923 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215700\附图\4923 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4923 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215700\附图\4923 4.jpg",622,"dummy_images\CARTIER\翻新\已整理\20250625\4923 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215700\附图\4923 4.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4923 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215700\附图\4923 5.jpg",622,"dummy_images\CARTIER\翻新\已整理\20250625\4923 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215700\附图\4923 5.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4925 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215900\主图\画板 34.jpg",623,,,,,
"dummy_images\CARTIER\翻新\备份\20250625\4925 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215900\附图\4925 3.jpg",623,"dummy_images\CARTIER\翻新\已整理\20250625\4925 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215900\附图\4925 3.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4925 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215900\附图\4925 4.jpg",623,"dummy_images\CARTIER\翻新\已整理\20250625\4925 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215900\附图\4925 4.jpg",,,,
"dummy_images\CARTIER\翻新\备份\20250625\4925 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215900\附图\4925 5.jpg",623,"dummy_images\CARTIER\翻新\已整理\20250625\4925 CARTIER D'AMOUR NECKLACE, SMALL MODEL B7215900\附图\4925 5.jpg",,,,
dummy_images\CARTIER\翻新\备份\20250625\4931 CARTIER TRINITY NECKLACE B7223500\主图\画板 62.jpg,624,,,,,
dummy_images\CARTIER\翻新\备份\20250625\4931 CARTIER TRINITY NECKLACE B7223500\附图\4931 2.jpg,624,dummy_images\CARTIER\翻新\已整理\20250625\4931 CARTIER TRINITY NECKLACE B7223500\附图\4931 2.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250625\4931 CARTIER TRINITY NECKLACE B7223500\附图\4931 3.jpg,624,dummy_images\CARTIER\翻新\已整理\20250625\4931 CARTIER TRINITY NECKLACE B7223500\附图\4931 3.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250625\4931 CARTIER TRINITY NECKLACE B7223500\附图\4931 4.jpg,624,dummy_images\CARTIER\翻新\已整理\20250625\4931 CARTIER TRINITY NECKLACE B7223500\附图\4931 4.jpg,,,,
dummy_images\CARTIER\翻新\备份\20250625\4931 CARTIER TRINITY NECKLACE B7223500\附图\4931 5.jpg,624,dummy_images\CARTIER\翻新\已整理\20250625\4931 CARTIER TRINITY NECKLACE B7223500\附图\4931 5.jpg,,,,
"dummy_images\CARTIER\翻新\备份\20250626\4938 CARTIER D'AMOUR NECKLACE, LARGE MODEL B7215600无\主图\画板 4.jpg",625,,,,,
"dummy_images\CARTIER\翻新\备份\20250626\4938 CARTIER D'AMOUR NECKLACE, LARGE MODEL B7215600无\附图\4938 3.jpg",625,"dummy_images\CARTIER\翻新\已整理\20250626\4938 CARTIER D'AMOUR NECKLACE, LARGE MODEL B7215600无\附图\4938 3.jpg",,,,
